"ID","CL","Evaluation","Errors","Errors_cw","cER","cER_cw","oER","oER_cw","RT_Raw","RT_cw","Eustress","Eustress_cw","Distress","Distress_cw","NASA_TLX","NASA_TLX_cw","Mental","Mental_cw","Temporal","Temporal_cw","Effort","Effort_cw","Performance","Performance_cw","Frustration","Frustration_cw","ratio","EDA","EDA_zw"
69369,"low","1",1,-5.93604651162791,1,-5.529,0,-0.407,0.77615,0.109385391288298,3.6,0.519,2.2,-0.081,4,-0.447,4,-1.041,4,-0.517,4,-1.029,5,0.674,5,1.029,1.63636363636364,2.22298875,0.712256468981505
82208,"high","0",9,2.06395348837209,9,2.471,0,-0.407,0.8854,0.218635391288298,2,-1.081,2.2,-0.081,5.4,0.953,6,0.959,5,0.483,4,-1.029,2,-2.326,6,2.029,0.909090909090909,0.287968447782546,-1.00687873900005
82208,"high","1",12,5.06395348837209,11,4.471,1,0.593,0.930444444444444,0.263679835732743,3.4,0.319,3,0.719,5.8,1.353,7,1.959,5,0.483,6,0.971,3,-1.326,6,2.029,1.13333333333333,0.385406396280401,1.27268111007739
82208,"low","0",7,0.0639534883720927,6,-0.529,1,0.593,0.881298148148148,0.214533539436446,3.2,0.119,2,-0.281,4.8,0.353,5,-0.041,5,0.483,5,-0.029,4,-0.326,5,1.029,1.6,0.288416881428571,-0.996387638251186
82208,"low","1",3,-3.93604651162791,3,-3.529,0,-0.407,0.691833333333333,0.0250687246216316,4,0.919,2.4,0.119,4.8,0.353,5,-0.041,5,0.483,6,0.971,6,1.674,6,2.029,1.66666666666667,0.358750788571429,0.649073429262254
93756,"high","0",13,6.06395348837209,13,6.471,0,-0.407,0.45955,-0.207214608711702,3,-0.081,3.2,0.919,5.4,0.953,6,0.959,4,-0.517,6,0.971,2,-2.326,5,1.029,0.9375,4.47434150857143,-0.842979410756578
93756,"high","1",15,8.06395348837209,15,8.471,0,-0.407,0.4418,-0.224964608711702,2.4,-0.681,4.2,1.919,6,1.553,6,0.959,6,1.483,6,0.971,2,-2.326,6,2.029,0.571428571428571,5.74408885142857,0.524819821666201
93756,"low","0",3,-3.93604651162791,3,-3.529,0,-0.407,0.458416666666667,-0.208347942045035,3.8,0.719,1.6,-0.681,4.6,0.153,6,0.959,5,0.483,6,0.971,5,0.674,3,-0.971,2.375,4.38549705722461,-0.938684570559285
93756,"low","1",3,-3.93604651162791,3,-3.529,0,-0.407,0.4613,-0.205464608711702,3.8,0.719,2,-0.281,4.2,-0.247,4,-1.041,4,-0.517,5,-0.029,5,0.674,5,1.029,1.9,6.47695840571429,1.31428271714462
94065,"high","0",3,-3.93604651162791,3,-3.529,0,-0.407,0.8424,0.175635391288298,2.4,-0.681,2.6,0.319,3.8,-0.647,5,-0.041,3,-1.517,5,-0.029,5,0.674,3,-0.971,0.923076923076923,0.611983445714286,-0.70545848412281
94065,"high","1",9,2.06395348837209,9,2.471,0,-0.407,0.91975,0.252985391288298,2,-1.081,3.4,1.119,4.6,0.153,4,-1.041,5,0.483,4,-1.029,3,-1.326,5,1.029,0.588235294117647,2.66765728142857,1.4787076755291
94065,"low","0",0,-6.93604651162791,0,-6.529,0,-0.407,0.84775,0.180985391288298,2.8,-0.281,2.6,0.319,3.2,-1.247,4,-1.041,3,-1.517,4,-1.029,6,1.674,3,-0.971,1.07692307692308,0.311218225714286,-1.02502338985407
94065,"low","1",1,-5.93604651162791,1,-5.529,0,-0.407,0.791583333333333,0.124818724621632,2,-1.081,2.4,0.119,3.2,-1.247,3,-2.041,3,-1.517,3,-2.029,5,0.674,4,0.029,0.833333333333333,1.24555202002861,-0.0322879568755126
95172,"high","0",14,7.06395348837209,14,7.471,0,-0.407,0.750366666666667,0.0836020579549649,3,-0.081,2.4,0.119,4.8,0.353,4,-1.041,5,0.483,6,0.971,4,-0.326,5,1.029,1.25,4.19876022428571,-0.99133320254564
95172,"high","1",16,9.06395348837209,16,9.471,0,-0.407,0.683283333333333,0.0165187246216316,3.6,0.519,2,-0.281,4.8,0.353,5,-0.041,4,-0.517,5,-0.029,3,-1.326,5,1.029,1.8,5.43347631285714,9.1864482196223e-05
95172,"low","0",3,-3.93604651162791,3,-3.529,0,-0.407,0.5872,-0.0795646087117017,3.6,0.519,1.4,-0.881,3,-1.447,3,-2.041,3,-1.517,4,-1.029,6,1.674,3,-0.971,2.57142857142857,4.84684998285714,-0.470944395532406
95172,"low","1",1,-5.93604651162791,1,-5.529,0,-0.407,0.532816666666667,-0.133947942045035,3.8,0.719,1.2,-1.081,2.2,-2.247,2,-3.041,2,-2.517,3,-2.029,6,1.674,2,-1.971,3.16666666666667,7.18201521857143,1.40409503399162
121650,"high","0",12,5.06395348837209,11,4.471,1,0.593,0.646944444444444,-0.0198201642672573,3.4,0.319,1.8,-0.481,4.8,0.353,6,0.959,5,0.483,5,-0.029,4,-0.326,4,0.029,1.88888888888889,0.238582944285714,0.89870345147432
121650,"high","1",13,6.06395348837209,12,5.471,1,0.593,0.742324074074074,0.0755594653623723,2.6,-0.481,2.4,0.119,5.2,0.753,4,-1.041,6,1.483,5,-0.029,3,-1.326,6,2.029,1.08333333333333,0.143557560801144,-0.974383627155923
121650,"low","0",7,0.0639534883720927,7,0.471,0,-0.407,0.523216666666667,-0.143547942045035,3.2,0.119,1.4,-0.881,3.8,-0.647,4,-1.041,5,0.483,5,-0.029,5,0.674,2,-1.971,2.28571428571429,0.247902934191702,1.08241386679409
121650,"low","1",15,8.06395348837209,14,7.471,1,0.593,0.680431481481481,0.0136668727697798,2.6,-0.481,2.4,0.119,5,0.553,6,0.959,5,0.483,4,-1.029,3,-1.326,5,1.029,1.08333333333333,0.142971300429185,-0.985939662892516
153432,"high","0",4,-2.93604651162791,4,-2.529,0,-0.407,0.470416666666667,-0.196347942045035,4,0.919,3,0.719,4.2,-0.247,6,0.959,4,-0.517,5,-0.029,6,1.674,4,0.029,1.33333333333333,0.0815098927038627,-1.00258410347507
153432,"high","1",8,1.06395348837209,8,1.471,0,-0.407,0.461483333333333,-0.205281275378368,4.4,1.319,2.4,0.119,4.6,0.153,6,0.959,4,-0.517,6,0.971,6,1.674,5,1.029,1.83333333333333,0.213302092989986,1.34113560600317
153432,"low","0",4,-2.93604651162791,4,-2.529,0,-0.407,0.43515,-0.231614608711702,3.8,0.719,3.6,1.319,4.4,-0.047,6,0.959,3,-1.517,5,-0.029,5,0.674,5,1.029,1.05555555555556,0.0857769942857143,-0.926700325390944
153432,"low","1",4,-2.93604651162791,4,-2.529,0,-0.407,0.499616666666667,-0.167147942045035,4.6,1.519,1.4,-0.881,3,-1.447,4,-1.041,2,-2.517,4,-1.029,6,1.674,3,-0.971,3.28571428571429,0.175310102857143,0.665507034029004
179038,"high","0",10,3.06395348837209,10,3.471,0,-0.407,0.923166666666667,0.256402057954965,2.2,-0.881,2.2,-0.081,5.4,0.953,6,0.959,6,1.483,6,0.971,4,-0.326,5,1.029,1,0.419079057224607,-0.814783257504784
179038,"high","1",11,4.06395348837209,11,4.471,0,-0.407,0.999633333333333,0.332868724621632,3,-0.081,2.8,0.519,5.6,1.153,7,1.959,6,1.483,6,0.971,5,0.674,6,2.029,1.07142857142857,0.466572311428571,0.320754082335234
179038,"low","0",3,-3.93604651162791,3,-3.529,0,-0.407,0.94555,0.278785391288298,2.6,-0.481,1.8,-0.481,4.6,0.153,5,-0.041,6,1.483,5,-0.029,6,1.674,5,1.029,1.44444444444444,0.466880324749642,0.328118509833549
179038,"low","1",0,-6.93604651162791,0,-6.529,0,-0.407,0.709266666666667,0.0425020579549649,3.8,0.719,3,0.719,5.2,0.753,6,0.959,6,1.483,7,1.971,7,2.674,6,2.029,1.26666666666667,0.432650075714286,-0.490307740023746
234510,"high","0",4,-2.93604651162791,4,-2.529,0,-0.407,0.8469,0.180135391288298,4,0.919,1.4,-0.881,4.6,0.153,6,0.959,5,0.483,7,1.971,6,1.674,3,-0.971,2.85714285714286,0.32468273676681,-1.20446935998962
234510,"high","1",8,1.06395348837209,8,1.471,0,-0.407,0.729533333333333,0.0627687246216316,3.6,0.519,2.6,0.319,4.8,0.353,5,-0.041,6,1.483,5,-0.029,5,0.674,5,1.029,1.38461538461538,0.476662234285714,1.23280527603294
234510,"low","0",4,-2.93604651162791,4,-2.529,0,-0.407,0.8409,0.174135391288298,4,0.919,1.8,-0.481,3.4,-1.047,4,-1.041,5,0.483,4,-1.029,6,1.674,2,-1.971,2.22222222222222,0.360453552857143,-0.630817622814006
234510,"low","1",3,-3.93604651162791,3,-3.529,0,-0.407,0.753583333333333,0.0868187246216316,4,0.919,1.8,-0.481,3,-1.447,3,-2.041,3,-1.517,5,-0.029,6,1.674,2,-1.971,2.22222222222222,0.447836907142857,0.770537405252543
236546,"high","0",2,-4.93604651162791,2,-4.529,0,-0.407,0.521883333333333,-0.144881275378368,3.4,0.319,2,-0.281,4.4,-0.047,5,-0.041,6,1.483,6,0.971,5,0.674,2,-1.971,1.7,2.90349578714286,-0.856675771326202
236546,"high","1",7,0.0639534883720927,6,-0.529,1,0.593,0.600777777777778,-0.0659868309339239,3.4,0.319,1.6,-0.681,5,0.553,6,0.959,5,0.483,6,0.971,5,0.674,5,1.029,2.125,3.85586559942775,1.1543723548615
236546,"low","0",2,-4.93604651162791,2,-4.529,0,-0.407,0.5729,-0.0938646087117017,4,0.919,1.8,-0.481,3.8,-0.647,5,-0.041,4,-0.517,5,-0.029,6,1.674,3,-0.971,2.22222222222222,3.16246160857143,-0.309837008470922
236546,"low","1",1,-5.93604651162791,1,-5.529,0,-0.407,0.508583333333333,-0.158181275378368,4.2,1.119,1.8,-0.481,4.2,-0.247,6,0.959,3,-1.517,6,0.971,6,1.674,4,0.029,2.33333333333333,3.61738771,0.650796426178647
246614,"high","0",11,4.06395348837209,11,4.471,0,-0.407,1.02845,0.361685391288298,2.4,-0.681,2.4,0.119,5.6,1.153,6,0.959,5,0.483,6,0.971,2,-2.326,5,1.029,1,0.65841311,-1.24840124707782
246614,"high","1",3,-3.93604651162791,3,-3.529,0,-0.407,0.734033333333333,0.0672687246216316,3,-0.081,2,-0.281,5,0.553,6,0.959,4,-0.517,6,0.971,4,-0.326,5,1.029,1.5,2.78267177571429,0.901993486654696
246614,"low","0",5,-1.93604651162791,4,-2.529,1,0.593,0.670896296296296,0.00413168758459455,2.6,-0.481,1.8,-0.481,4.8,0.353,5,-0.041,5,0.483,5,-0.029,3,-1.326,4,0.029,1.44444444444444,1.13587687982833,-0.765062945222919
246614,"low","1",1,-5.93604651162791,1,-5.529,0,-0.407,0.575066666666667,-0.091697942045035,2.6,-0.481,2.6,0.319,4.6,0.153,5,-0.041,5,0.483,6,0.971,6,1.674,5,1.029,1,3.00592499,1.12799352329686
336869,"high","0",3,-3.93604651162791,3,-3.529,0,-0.407,0.604583333333333,-0.0621812753783684,2.6,-0.481,1.6,-0.681,4.2,-0.247,6,0.959,4,-0.517,6,0.971,6,1.674,3,-0.971,1.625,1.54097217714286,-0.753995483007777
336869,"high","1",4,-2.93604651162791,4,-2.529,0,-0.407,0.541216666666667,-0.125547942045035,2.8,-0.281,1.2,-1.081,4,-0.447,6,0.959,4,-0.517,6,0.971,6,1.674,2,-1.971,2.33333333333333,2.83717572571429,0.809424168033739
336869,"low","0",0,-6.93604651162791,0,-6.529,0,-0.407,0.381783333333333,-0.284981275378368,2.8,-0.281,1.6,-0.681,3.6,-0.847,5,-0.041,4,-0.517,6,0.971,7,2.674,2,-1.971,1.75,1.22695708154506,-1.1327456968321
336869,"low","1",2,-4.93604651162791,2,-4.529,0,-0.407,0.43465,-0.232114608711702,2.8,-0.281,1,-1.281,3.8,-0.647,5,-0.041,4,-0.517,6,0.971,6,1.674,2,-1.971,2.8,3.12370826037196,1.15502621166358
380897,"high","0",4,-2.93604651162791,4,-2.529,0,-0.407,0.71035,0.0435853912882983,5,1.919,3.2,0.919,4.4,-0.047,5,-0.041,5,0.483,5,-0.029,6,1.674,5,1.029,1.5625,1.02591964091559,-1.14842677889751
380897,"high","1",5,-1.93604651162791,5,-1.529,0,-0.407,0.5281,-0.138664608711702,5,1.919,3.2,0.919,5,0.553,6,0.959,5,0.483,6,0.971,6,1.674,6,2.029,1.5625,2.27166290428571,1.250918342249
380897,"low","0",3,-3.93604651162791,3,-3.529,0,-0.407,0.7149,0.0481353912882983,4.2,1.119,2.2,-0.081,2.8,-1.647,4,-1.041,3,-1.517,3,-2.029,6,1.674,2,-1.971,1.90909090909091,1.1739957639485,-0.863226983880251
380897,"low","1",5,-1.93604651162791,5,-1.529,0,-0.407,0.56155,-0.105214608711702,4.6,1.519,4.4,2.119,5.2,0.753,5,-0.041,6,1.483,6,0.971,5,0.674,6,2.029,1.04545454545455,2.02929693,0.784112993961461
425829,"high","0",8,1.06395348837209,8,1.471,0,-0.407,0.79945,0.132685391288298,2.2,-0.881,1.4,-0.881,4.4,-0.047,6,0.959,5,0.483,5,-0.029,4,-0.326,2,-1.971,1.57142857142857,1.68856820886981,-0.92431610910957
425829,"high","1",8,1.06395348837209,7,0.471,1,0.593,0.782868518518518,0.116103909806817,2.6,-0.481,1.4,-0.881,4.6,0.153,6,0.959,6,1.483,6,0.971,5,0.674,2,-1.971,1.85714285714286,2.33481932857143,1.05080050495504
425829,"low","0",1,-5.93604651162791,0,-6.529,1,0.593,0.653348148148148,-0.0134164605635536,2.6,-0.481,1,-1.281,3,-1.447,6,0.959,2,-2.517,5,-0.029,7,2.674,1,-2.971,2.6,1.67949137571429,-0.952057343781402
425829,"low","1",1,-5.93604651162791,1,-5.529,0,-0.407,0.688733333333333,0.0219687246216316,2.4,-0.681,1.2,-1.081,3.2,-1.247,5,-0.041,2,-2.517,5,-0.029,6,1.674,2,-1.971,2,2.30144649428571,0.948804179615483
440557,"high","0",13,6.06395348837209,13,6.471,0,-0.407,0.623866666666667,-0.0428979420450351,3,-0.081,1.2,-1.081,3.8,-0.647,4,-1.041,5,0.483,3,-2.029,4,-0.326,3,-0.971,2.5,4.31148669241774,0.187502663581047
440557,"high","1",14,7.06395348837209,14,7.471,0,-0.407,0.56905,-0.0977146087117017,2.8,-0.281,2.2,-0.081,4.6,0.153,5,-0.041,5,0.483,3,-2.029,2,-2.326,4,0.029,1.27272727272727,4.84697233857143,1.02255660901605
440557,"low","0",0,-6.93604651162791,0,-6.529,0,-0.407,0.504066666666667,-0.162697942045035,4.8,1.719,1,-1.281,3.2,-1.247,4,-1.041,5,0.483,3,-2.029,6,1.674,2,-1.971,4.8,3.37408124857143,-1.27431824605254
440557,"low","1",2,-4.93604651162791,2,-4.529,0,-0.407,0.49495,-0.171814608711702,4.2,1.119,1.2,-1.081,3.8,-0.647,5,-0.041,4,-0.517,3,-2.029,5,0.674,4,0.029,3.5,4.06119509142857,-0.202810298897991
465464,"high","0",11,4.06395348837209,11,4.471,0,-0.407,0.735233333333333,0.0684687246216316,3.4,0.319,1.8,-0.481,4.4,-0.047,5,-0.041,6,1.483,6,0.971,5,0.674,2,-1.971,1.88888888888889,1.1618861788269,-1.06515325145396
465464,"high","1",6,-0.936046511627907,6,-0.529,0,-0.407,0.594016666666667,-0.0727479420450351,3.6,0.519,1.6,-0.681,4.6,0.153,6,0.959,5,0.483,7,1.971,5,0.674,2,-1.971,2.25,2.44413845714286,0.887965292309623
465464,"low","0",0,-6.93604651162791,0,-6.529,0,-0.407,0.5493,-0.117464608711702,3.8,0.719,1.2,-1.081,3.4,-1.047,4,-1.041,5,0.483,6,0.971,7,2.674,1,-2.971,3.16666666666667,1.37431112714286,-0.741588916470819
465464,"low","1",2,-4.93604651162791,2,-4.529,0,-0.407,0.51435,-0.152414608711702,3.6,0.519,1.4,-0.881,3.8,-0.647,5,-0.041,4,-0.517,6,0.971,6,1.674,2,-1.971,2.57142857142857,2.6461609527897,1.19568467731509
491926,"high","0",9,2.06395348837209,9,2.471,0,-0.407,0.702316666666667,0.0355520579549649,2,-1.081,2,-0.281,4.8,0.353,4,-1.041,5,0.483,6,0.971,2,-2.326,3,-0.971,1,1.41622224606581,-0.883100031304462
491926,"high","1",9,2.06395348837209,9,2.471,0,-0.407,0.636983333333333,-0.0297812753783684,1.8,-1.281,1.8,-0.481,5.2,0.753,5,-0.041,6,1.483,7,1.971,2,-2.326,2,-1.971,1,3.46224903857143,1.63931456280623
491926,"low","0",5,-1.93604651162791,5,-1.529,0,-0.407,0.56045,-0.106314608711702,2.2,-0.881,1.4,-0.881,3.6,-0.847,4,-1.041,5,0.483,4,-1.029,5,0.674,2,-1.971,1.57142857142857,1.62304683690987,-0.628119320261498
491926,"low","1",2,-4.93604651162791,2,-4.529,0,-0.407,0.568133333333333,-0.0986312753783684,2.4,-0.681,1.6,-0.681,4.4,-0.047,5,-0.041,6,1.483,6,0.971,4,-0.326,1,-2.971,1.5,1.76725992857143,-0.450328292108119
511327,"high","0",9,2.06395348837209,9,2.471,0,-0.407,0.726366666666667,0.0596020579549649,1.6,-1.481,1.4,-0.881,4.2,-0.247,5,-0.041,5,0.483,4,-1.029,4,-0.326,3,-0.971,1.14285714285714,1.61763741917024,-0.614534845969341
511327,"high","1",8,2.21996124031008,8,2.559,0,-0.339,0.65554,-0.0112246087117017,1.2,-1.881,1.2,-1.081,3.6,-0.847,5,-0.041,3,-1.517,4,-1.029,4,-0.326,2,-1.971,1,4.38317665,1.45728036644327
511327,"low","0",5,-1.93604651162791,5,-1.529,0,-0.407,0.80055,0.133785391288298,2,-1.081,1.6,-0.681,4.6,0.153,5,-0.041,4,-0.517,6,0.971,5,0.674,5,1.029,1.25,1.59502288714286,-0.631476616656815
511327,"low","1",6,-0.936046511627907,5,-1.529,1,0.593,0.577166666666667,-0.0895979420450351,1.4,-1.681,1.8,-0.481,4.4,-0.047,5,-0.041,5,0.483,5,-0.029,4,-0.326,3,-0.971,0.777777777777778,1.92238083404864,-0.386235049752674
588210,"high","0",9,2.06395348837209,9,2.471,0,-0.407,0.713766666666667,0.0470020579549649,3.6,0.519,1.8,-0.481,4.2,-0.247,7,1.959,2,-2.517,5,-0.029,6,1.674,5,1.029,2,0.473443475714286,1.74587913409045
588210,"high","1",15,8.06395348837209,15,8.471,0,-0.407,0.673783333333333,0.00701872462163161,3.4,0.319,1.8,-0.481,5.2,0.753,7,1.959,5,0.483,4,-1.029,3,-1.326,5,1.029,1.88888888888889,0.3791697,-0.289118363390849
588210,"low","0",2,-4.93604651162791,2,-4.529,0,-0.407,0.512766666666667,-0.153997942045035,4.4,1.319,1.6,-0.681,3.2,-1.247,5,-0.041,2,-2.517,5,-0.029,6,1.674,2,-1.971,2.75,0.34733662,-0.97626850293178
588210,"low","1",3,-3.93604651162791,3,-3.529,0,-0.407,0.500566666666667,-0.166197942045035,4,0.919,1.2,-1.081,3,-1.447,4,-1.041,2,-2.517,5,-0.029,6,1.674,2,-1.971,3.33333333333333,0.374101701428571,-0.398516383486623
620017,"high","0",6,-0.936046511627907,6,-0.529,0,-0.407,0.922783333333333,0.256018724621632,4,0.919,3.4,1.119,4.4,-0.047,5,-0.041,3,-1.517,5,-0.029,4,-0.326,5,1.029,1.17647058823529,0.821644097142857,0.238526988333987
620017,"high","1",4,-2.93604651162791,4,-2.529,0,-0.407,0.82665,0.159885391288298,3.8,0.719,3.8,1.519,5,0.553,5,-0.041,5,0.483,4,-1.029,3,-1.326,6,2.029,1,0.821578067238913,0.23828282029744
620017,"low","0",1,-5.93604651162791,1,-5.529,0,-0.407,0.628183333333333,-0.0385812753783684,2.8,-0.281,1.2,-1.081,2.2,-2.247,3,-2.041,2,-2.517,3,-2.029,6,1.674,1,-2.971,2.33333333333333,0.539162113018598,-0.806046262622355
620017,"low","1",3,-3.93604651162791,3,-3.529,0,-0.407,0.70575,0.0389853912882982,3.4,0.319,2.6,0.319,4,-0.447,3,-2.041,4,-0.517,4,-1.029,4,-0.326,5,1.029,1.30769230769231,0.586683002857143,-0.63032160343435
648090,"high","0",13,6.06395348837209,13,6.471,0,-0.407,0.763433333333333,0.0966687246216316,2.8,-0.281,4,1.719,5,0.553,5,-0.041,5,0.483,5,-0.029,3,-1.326,5,1.029,0.7,0.92475398,0.0226227070250456
648090,"high","1",14,7.06395348837209,14,7.471,0,-0.407,0.68785,0.0210853912882983,2.4,-0.681,4,1.719,5.8,1.353,6,0.959,6,1.483,6,0.971,3,-1.326,6,2.029,0.6,0.612978440629471,-0.671871281900434
648090,"low","0",4,-2.93604651162791,4,-2.529,0,-0.407,0.679683333333333,0.0129187246216316,4,0.919,2.4,0.119,2.8,-1.647,2,-3.041,6,1.483,2,-3.029,6,1.674,2,-1.971,1.66666666666667,1.49898546,1.30174906798638
648090,"low","1",6,-0.936046511627907,6,-0.529,0,-0.407,0.662783333333333,-0.00398127537836843,2.8,-0.281,3.6,1.319,4,-0.447,4,-1.041,5,0.483,4,-1.029,5,0.674,4,0.029,0.777777777777778,0.660768185714286,-0.565417482604009
695008,"high","0",12,5.06395348837209,12,5.471,0,-0.407,0.58645,-0.0803146087117017,1.6,-1.481,3.8,1.519,5.8,1.353,5,-0.041,6,1.483,6,0.971,2,-2.326,6,2.029,0.421052631578947,0.302118722857143,-1.14602811770106
695008,"high","1",5,-1.93604651162791,4,-2.529,1,0.593,0.484774074074074,-0.181990534637628,2.6,-0.481,3.6,1.319,4.4,-0.047,5,-0.041,5,0.483,5,-0.029,6,1.674,5,1.029,0.722222222222222,0.525044672857143,1.14177140777673
695008,"low","0",9,2.06395348837209,9,2.471,0,-0.407,0.5453,-0.121464608711702,2.6,-0.481,2.6,0.319,4.4,-0.047,5,-0.041,5,0.483,4,-1.029,5,0.674,5,1.029,1,0.475173044285714,0.629958905999711
