"StartDate","ID","CL","Evaluation","CL_evaluation","Mental","Temporal","Performance","Effort","Frustration","Eustress","Distress","NASA_TLX","Eustress_cw","Distress_cw","NASA_TLX_cw","Mental_cw","Temporal_cw","Performance_cw","Effort_cw","Frustration_cw"
"2023-12-20 17:03:00",234510,"low",0,"low_0",4,5,6,4,2,4,1.8,3.4,0.919,-0.481,-1.047,-1.041,0.483,1.674,-1.029,-1.971
"2023-12-20 17:11:46",234510,"high",1,"high_1",5,6,5,5,5,3.6,2.6,4.8,0.519,0.319,0.353,-0.041,1.483,0.674,-0.029,1.029
"2023-12-20 17:17:30",234510,"low",1,"low_1",3,3,6,5,2,4,1.8,3,0.919,-0.481,-1.447,-2.041,-1.517,1.674,-0.029,-1.971
"2023-12-21 12:33:30",425829,"low",0,"low_0",6,2,7,5,1,2.6,1,3,-0.481,-1.281,-1.447,0.959,-2.517,2.674,-0.029,-2.971
"2023-12-21 12:39:37",425829,"high",0,"high_0",6,5,4,5,2,2.2,1.4,4.4,-0.881,-0.881,-0.047,0.959,0.483,-0.326,-0.029,-1.971
"2023-12-21 12:47:59",425829,"low",1,"low_1",5,2,6,5,2,2.4,1.2,3.2,-0.681,-1.081,-1.247,-0.041,-2.517,1.674,-0.029,-1.971
"2023-12-21 12:53:46",425829,"high",1,"high_1",6,6,5,6,2,2.6,1.4,4.6,-0.481,-0.881,0.153,0.959,1.483,0.674,0.971,-1.971
"2023-12-21 15:26:30",765713,"high",0,"high_0",7,5,5,6,1,4.4,1.2,4.4,1.319,-1.081,-0.047,1.959,0.483,0.674,0.971,-2.971
"2023-12-21 15:32:28",765713,"low",0,"low_0",5,7,5,6,3,4.2,1.4,4.8,1.119,-0.881,0.353,-0.041,2.483,0.674,0.971,-0.971
"2023-12-21 15:40:44",765713,"high",1,"high_1",7,7,7,7,2,4.8,1.6,4.8,1.719,-0.681,0.353,1.959,2.483,2.674,1.971,-1.971
"2023-12-21 15:46:06",765713,"low",1,"low_1",6,7,7,7,1,5,1.2,4.4,1.919,-1.081,-0.047,0.959,2.483,2.674,1.971,-2.971
"2024-01-11 15:17:56",179038,"low",0,"low_0",5,6,6,5,5,2.6,1.8,4.6,-0.481,-0.481,0.153,-0.041,1.483,1.674,-0.029,1.029
"2024-01-11 15:23:55",179038,"high",0,"high_0",6,6,4,6,5,2.2,2.2,5.4,-0.881,-0.081,0.953,0.959,1.483,-0.326,0.971,1.029
"2024-01-11 15:31:52",179038,"low",1,"low_1",6,6,7,7,6,3.8,3,5.2,0.719,0.719,0.753,0.959,1.483,2.674,1.971,2.029
"2024-01-11 15:37:36",179038,"high",1,"high_1",7,6,5,6,6,3,2.8,5.6,-0.081,0.519,1.153,1.959,1.483,0.674,0.971,2.029
"2024-01-15 10:00:06",95172,"high",0,"high_0",4,5,4,6,5,3,2.4,4.8,-0.081,0.119,0.353,-1.041,0.483,-0.326,0.971,1.029
"2024-01-15 10:06:43",95172,"low",0,"low_0",3,3,6,4,3,3.6,1.4,3,0.519,-0.881,-1.447,-2.041,-1.517,1.674,-1.029,-0.971
"2024-01-15 10:15:02",95172,"high",1,"high_1",5,4,3,5,5,3.6,2,4.8,0.519,-0.281,0.353,-0.041,-0.517,-1.326,-0.029,1.029
"2024-01-15 10:20:43",95172,"low",1,"low_1",2,2,6,3,2,3.8,1.2,2.2,0.719,-1.081,-2.247,-3.041,-2.517,1.674,-2.029,-1.971
"2024-01-15 11:17:50",648090,"low",0,"low_0",2,6,6,2,2,4,2.4,2.8,0.919,0.119,-1.647,-3.041,1.483,1.674,-3.029,-1.971
"2024-01-15 11:23:39",648090,"high",0,"high_0",5,5,3,5,5,2.8,4,5,-0.281,1.719,0.553,-0.041,0.483,-1.326,-0.029,1.029
"2024-01-15 11:31:29",648090,"low",1,"low_1",4,5,5,4,4,2.8,3.6,4,-0.281,1.319,-0.447,-1.041,0.483,0.674,-1.029,0.029
"2024-01-15 11:37:08",648090,"high",1,"high_1",6,6,3,6,6,2.4,4,5.8,-0.681,1.719,1.353,0.959,1.483,-1.326,0.971,2.029
"2024-01-15 13:57:19",465464,"high",0,"high_0",5,6,5,6,2,3.4,1.8,4.4,0.319,-0.481,-0.047,-0.041,1.483,0.674,0.971,-1.971
"2024-01-15 14:03:43",465464,"low",0,"low_0",4,5,7,6,1,3.8,1.2,3.4,0.719,-1.081,-1.047,-1.041,0.483,2.674,0.971,-2.971
"2024-01-15 14:11:40",465464,"high",1,"high_1",6,5,5,7,2,3.6,1.6,4.6,0.519,-0.681,0.153,0.959,0.483,0.674,1.971,-1.971
"2024-01-15 14:17:23",465464,"low",1,"low_1",5,4,6,6,2,3.6,1.4,3.8,0.519,-0.881,-0.647,-0.041,-0.517,1.674,0.971,-1.971
"2024-01-17 09:54:28",848371,"low",0,"low_0",5,3,5,6,1,3.8,1.2,3.6,0.719,-1.081,-0.847,-0.041,-1.517,0.674,0.971,-2.971
"2024-01-17 10:00:28",848371,"high",0,"high_0",5,2,5,5,1,3.8,1.2,3.2,0.719,-1.081,-1.247,-0.041,-2.517,0.674,-0.029,-2.971
"2024-01-17 10:08:32",848371,"low",1,"low_1",5,2,6,5,2,4,1,3.2,0.919,-1.281,-1.247,-0.041,-2.517,1.674,-0.029,-1.971
"2024-01-17 10:14:01",848371,"high",1,"high_1",5,3,6,6,1,4,1,3.4,0.919,-1.281,-1.047,-0.041,-1.517,1.674,0.971,-2.971
"2024-01-18 14:04:09",905693,"high",0,"high_0",5,6,2,5,3,1.8,4,5,-1.281,1.719,0.553,-0.041,1.483,-2.326,-0.029,-0.971
"2024-01-18 14:10:24",905693,"low",0,"low_0",4,3,2,4,5,1.4,3.6,4.4,-1.681,1.319,-0.047,-1.041,-1.517,-2.326,-1.029,1.029
"2024-01-18 14:18:55",905693,"high",1,"high_1",6,5,1,5,7,1.2,4,6,-1.881,1.719,1.553,0.959,0.483,-3.326,-0.029,3.029
"2024-01-18 14:24:42",905693,"low",1,"low_1",5,3,2,4,6,2,3.6,4.8,-1.081,1.319,0.353,-0.041,-1.517,-2.326,-1.029,2.029
"2024-01-18 15:23:42",511327,"low",0,"low_0",5,4,5,6,5,2,1.6,4.6,-1.081,-0.681,0.153,-0.041,-0.517,0.674,0.971,1.029
"2024-01-18 15:29:55",511327,"high",0,"high_0",5,5,4,4,3,1.6,1.4,4.2,-1.481,-0.881,-0.247,-0.041,0.483,-0.326,-1.029,-0.971
"2024-01-18 15:39:40",511327,"low",1,"low_1",5,5,4,5,3,1.4,1.8,4.4,-1.681,-0.481,-0.047,-0.041,0.483,-0.326,-0.029,-0.971
"2024-01-18 15:47:05",511327,"high",1,"high_1",5,3,4,4,2,1.2,1.2,3.6,-1.881,-1.081,-0.847,-0.041,-1.517,-0.326,-1.029,-1.971
"2024-01-22 09:58:57",957176,"high",0,"high_0",5,6,3,6,5,2.2,2.6,5.4,-0.881,0.319,0.953,-0.041,1.483,-1.326,0.971,1.029
"2024-01-22 10:05:04",957176,"low",0,"low_0",3,4,6,3,3,4,1.2,3,0.919,-1.081,-1.447,-2.041,-0.517,1.674,-2.029,-0.971
"2024-01-22 10:13:13",957176,"high",1,"high_1",6,5,4,5,6,2.2,4,5.2,-0.881,1.719,0.753,0.959,0.483,-0.326,-0.029,2.029
"2024-01-22 10:18:44",957176,"low",1,"low_1",5,5,4,5,4,2,3.6,4.6,-1.081,1.319,0.153,-0.041,0.483,-0.326,-0.029,0.029
"2024-01-22 13:57:29",727655,"low",0,"low_0",4,2,5,5,4,3.4,1.4,3.6,0.319,-0.881,-0.847,-1.041,-2.517,0.674,-0.029,0.029
"2024-01-22 14:04:09",727655,"high",0,"high_0",5,2,2,5,4,1.6,2.8,4.4,-1.481,0.519,-0.047,-0.041,-2.517,-2.326,-0.029,0.029
"2024-01-22 14:12:50",727655,"low",1,"low_1",5,2,4,5,4,2,2.2,4,-1.081,-0.081,-0.447,-0.041,-2.517,-0.326,-0.029,0.029
"2024-01-22 14:19:01",727655,"high",1,"high_1",5,4,3,5,5,1.4,2.6,4.8,-1.681,0.319,0.353,-0.041,-0.517,-1.326,-0.029,1.029
"2024-01-24 11:18:03",153432,"high",0,"high_0",6,4,6,5,4,4,3,4.2,0.919,0.719,-0.247,0.959,-0.517,1.674,-0.029,0.029
"2024-01-24 11:24:15",153432,"low",0,"low_0",6,3,5,5,5,3.8,3.6,4.4,0.719,1.319,-0.047,0.959,-1.517,0.674,-0.029,1.029
"2024-01-24 11:32:51",153432,"high",1,"high_1",6,4,6,6,5,4.4,2.4,4.6,1.319,0.119,0.153,0.959,-0.517,1.674,0.971,1.029
"2024-01-24 11:38:45",153432,"low",1,"low_1",4,2,6,4,3,4.6,1.4,3,1.519,-0.881,-1.447,-1.041,-2.517,1.674,-1.029,-0.971
"2024-01-24 13:57:43",82208,"low",0,"low_0",5,5,4,5,5,3.2,2,4.8,0.119,-0.281,0.353,-0.041,0.483,-0.326,-0.029,1.029
"2024-01-24 14:04:32",82208,"high",0,"high_0",6,5,2,4,6,2,2.2,5.4,-1.081,-0.081,0.953,0.959,0.483,-2.326,-1.029,2.029
"2024-01-24 14:14:34",82208,"low",1,"low_1",5,5,6,6,6,4,2.4,4.8,0.919,0.119,0.353,-0.041,0.483,1.674,0.971,2.029
"2024-01-24 14:20:26",82208,"high",1,"high_1",7,5,3,6,6,3.4,3,5.8,0.319,0.719,1.353,1.959,0.483,-1.326,0.971,2.029
"2024-01-25 11:19:22",620017,"high",0,"high_0",5,3,4,5,5,4,3.4,4.4,0.919,1.119,-0.047,-0.041,-1.517,-0.326,-0.029,1.029
"2024-01-25 11:26:22",620017,"low",0,"low_0",3,2,6,3,1,2.8,1.2,2.2,-0.281,-1.081,-2.247,-2.041,-2.517,1.674,-2.029,-2.971
"2024-01-25 11:35:56",620017,"high",1,"high_1",5,5,3,4,6,3.8,3.8,5,0.719,1.519,0.553,-0.041,0.483,-1.326,-1.029,2.029
"2024-01-25 11:41:57",620017,"low",1,"low_1",3,4,4,4,5,3.4,2.6,4,0.319,0.319,-0.447,-2.041,-0.517,-0.326,-1.029,1.029
"2024-01-29 09:54:08",236546,"low",0,"low_0",5,4,6,5,3,4,1.8,3.8,0.919,-0.481,-0.647,-0.041,-0.517,1.674,-0.029,-0.971
"2024-01-29 10:00:15",236546,"high",0,"high_0",5,6,5,6,2,3.4,2,4.4,0.319,-0.281,-0.047,-0.041,1.483,0.674,0.971,-1.971
"2024-01-29 10:08:41",236546,"low",1,"low_1",6,3,6,6,4,4.2,1.8,4.2,1.119,-0.481,-0.247,0.959,-1.517,1.674,0.971,0.029
"2024-01-29 10:14:17",236546,"high",1,"high_1",6,5,5,6,5,3.4,1.6,5,0.319,-0.681,0.553,0.959,0.483,0.674,0.971,1.029
"2024-01-29 15:16:24",894278,"high",0,"high_0",6,5,4,5,5,3.2,3.4,5,0.119,1.119,0.553,0.959,0.483,-0.326,-0.029,1.029
"2024-01-29 15:23:07",894278,"low",0,"low_0",4,4,5,4,4,3.2,2.4,3.8,0.119,0.119,-0.647,-1.041,-0.517,0.674,-1.029,0.029
"2024-01-29 15:31:39",894278,"high",1,"high_1",6,5,3,5,5,2.6,3,5.2,-0.481,0.719,0.753,0.959,0.483,-1.326,-0.029,1.029
"2024-01-29 15:37:23",894278,"low",1,"low_1",5,5,3,6,5,2.6,3.2,5.2,-0.481,0.919,0.753,-0.041,0.483,-1.326,0.971,1.029
"2024-01-31 09:57:11",17709,"low",0,"low_0",5,3,5,4,2,4,1,3.4,0.919,-1.281,-1.047,-0.041,-1.517,0.674,-1.029,-1.971
"2024-01-31 10:03:59",17709,"high",0,"high_0",6,5,4,6,4,3.4,2,5,0.319,-0.281,0.553,0.959,0.483,-0.326,0.971,0.029
"2024-01-31 10:12:27",17709,"low",1,"low_1",6,4,6,5,5,4,1.8,4.4,0.919,-0.481,-0.047,0.959,-0.517,1.674,-0.029,1.029
"2024-01-31 10:18:14",17709,"high",1,"high_1",7,6,4,7,5,2.6,3.2,5.8,-0.481,0.919,1.353,1.959,1.483,-0.326,1.971,1.029
"2024-01-31 11:17:13",908702,"high",0,"high_0",6,5,2,5,5,2.4,3.2,5.4,-0.681,0.919,0.953,0.959,0.483,-2.326,-0.029,1.029
"2024-01-31 11:23:29",908702,"low",0,"low_0",4,4,6,4,2,4.4,2.2,3.2,1.319,-0.081,-1.247,-1.041,-0.517,1.674,-1.029,-1.971
"2024-01-31 11:31:27",908702,"high",1,"high_1",6,6,2,6,6,2,3.6,6,-1.081,1.319,1.553,0.959,1.483,-2.326,0.971,2.029
"2024-01-31 11:37:25",908702,"low",1,"low_1",5,4,6,6,4,3.6,2,4.2,0.519,-0.281,-0.247,-0.041,-0.517,1.674,0.971,0.029
"2024-01-31 14:00:41",837706,"low",0,"low_0",4,5,5,4,2,4,2.2,3.6,0.919,-0.081,-0.847,-1.041,0.483,0.674,-1.029,-1.971
"2024-01-31 14:07:55",837706,"high",0,"high_0",6,6,3,5,5,2,2.6,5.4,-1.081,0.319,0.953,0.959,1.483,-1.326,-0.029,1.029
"2024-01-31 14:17:34",837706,"low",1,"low_1",6,5,3,6,6,2.4,4,5.6,-0.681,1.719,1.153,0.959,0.483,-1.326,0.971,2.029
"2024-01-31 14:23:32",837706,"high",1,"high_1",6,6,2,6,7,1.2,4.4,6.2,-1.881,2.119,1.753,0.959,1.483,-2.326,0.971,3.029
"2024-01-31 15:19:42",7410,"high",0,"high_0",4,2,4,4,2,3.2,1.6,3.2,0.119,-0.681,-1.247,-1.041,-2.517,-0.326,-1.029,-1.971
"2024-01-31 15:26:07",7410,"low",0,"low_0",3,3,4,3,2,3,1,3,-0.081,-1.281,-1.447,-2.041,-1.517,-0.326,-2.029,-1.971
"2024-01-31 15:34:29",7410,"high",1,"high_1",3,2,4,4,2,3.4,1.2,3,0.319,-1.081,-1.447,-2.041,-2.517,-0.326,-1.029,-1.971
"2024-01-31 15:40:11",7410,"low",1,"low_1",3,2,4,3,2,3.4,1.2,2.8,0.319,-1.081,-1.647,-2.041,-2.517,-0.326,-2.029,-1.971
"2024-02-01 10:00:01",990692,"low",0,"low_0",6,5,6,5,4,3.8,1.4,4.4,0.719,-0.881,-0.047,0.959,0.483,1.674,-0.029,0.029
"2024-02-01 10:06:44",990692,"high",0,"high_0",6,6,4,6,4,3.6,1.6,5.2,0.519,-0.681,0.753,0.959,1.483,-0.326,0.971,0.029
"2024-02-01 10:15:35",990692,"low",1,"low_1",6,6,5,5,5,3,2.8,5,-0.081,0.519,0.553,0.959,1.483,0.674,-0.029,1.029
"2024-02-01 10:21:44",990692,"high",1,"high_1",6,5,5,6,3,4.2,1.8,4.6,1.119,-0.481,0.153,0.959,0.483,0.674,0.971,-0.971
"2024-02-01 11:18:38",40122,"high",0,"high_0",5,3,2,5,5,2.4,2,4.8,-0.681,-0.281,0.353,-0.041,-1.517,-2.326,-0.029,1.029
"2024-02-01 11:25:01",40122,"low",0,"low_0",4,3,2,3,5,2.8,2.8,4.2,-0.281,0.519,-0.247,-1.041,-1.517,-2.326,-2.029,1.029
"2024-02-01 11:33:17",40122,"high",1,"high_1",5,5,3,5,6,3.2,2.8,5.2,0.119,0.519,0.753,-0.041,0.483,-1.326,-0.029,2.029
"2024-02-01 11:38:50",40122,"low",1,"low_1",3,3,5,5,5,3.2,3,3.8,0.119,0.719,-0.647,-2.041,-1.517,0.674,-0.029,1.029
"2024-02-01 15:20:22",695008,"low",0,"low_0",5,5,5,4,5,2.6,2.6,4.4,-0.481,0.319,-0.047,-0.041,0.483,0.674,-1.029,1.029
"2024-02-01 15:26:48",695008,"high",0,"high_0",5,6,2,6,6,1.6,3.8,5.8,-1.481,1.519,1.353,-0.041,1.483,-2.326,0.971,2.029
"2024-02-01 15:35:06",695008,"low",1,"low_1",6,6,2,7,6,1.8,4.2,6.2,-1.281,1.919,1.753,0.959,1.483,-2.326,1.971,2.029
"2024-02-01 15:40:47",695008,"high",1,"high_1",5,5,6,5,5,2.6,3.6,4.4,-0.481,1.319,-0.047,-0.041,0.483,1.674,-0.029,1.029
"2024-02-02 14:02:36",729105,"high",0,"high_0",6,6,5,6,5,4.6,1.4,5.2,1.519,-0.881,0.753,0.959,1.483,0.674,0.971,1.029
"2024-02-02 14:08:45",729105,"low",0,"low_0",5,4,7,4,2,5,1,3.2,1.919,-1.281,-1.247,-0.041,-0.517,2.674,-1.029,-1.971
"2024-02-02 14:17:01",729105,"high",1,"high_1",7,5,6,7,6,4.2,2.2,5.4,1.119,-0.081,0.953,1.959,0.483,1.674,1.971,2.029
"2024-02-02 14:22:45",729105,"low",1,"low_1",6,5,7,7,5,4.2,2.2,4.8,1.119,-0.081,0.353,0.959,0.483,2.674,1.971,1.029
"2024-02-02 15:14:19",336869,"low",0,"low_0",5,4,7,6,2,2.8,1.6,3.6,-0.281,-0.681,-0.847,-0.041,-0.517,2.674,0.971,-1.971
"2024-02-02 15:20:02",336869,"high",0,"high_0",6,4,6,6,3,2.6,1.6,4.2,-0.481,-0.681,-0.247,0.959,-0.517,1.674,0.971,-0.971
"2024-02-02 15:27:49",336869,"low",1,"low_1",5,4,6,6,2,2.8,1,3.8,-0.281,-1.281,-0.647,-0.041,-0.517,1.674,0.971,-1.971
"2024-02-02 15:33:14",336869,"high",1,"high_1",6,4,6,6,2,2.8,1.2,4,-0.281,-1.081,-0.447,0.959,-0.517,1.674,0.971,-1.971
"2024-02-05 09:54:40",878863,"high",0,"high_0",6,5,3,5,5,1.6,2.6,5.2,-1.481,0.319,0.753,0.959,0.483,-1.326,-0.029,1.029
"2024-02-05 10:00:56",878863,"low",0,"low_0",5,5,3,3,6,1.4,2.8,4.8,-1.681,0.519,0.353,-0.041,0.483,-1.326,-2.029,2.029
"2024-02-05 10:09:29",878863,"high",1,"high_1",6,5,2,4,6,1.8,3.2,5.4,-1.281,0.919,0.953,0.959,0.483,-2.326,-1.029,2.029
"2024-02-05 10:15:16",878863,"low",1,"low_1",6,5,2,4,7,1.4,2.6,5.6,-1.681,0.319,1.153,0.959,0.483,-2.326,-1.029,3.029
"2024-02-05 11:15:25",719844,"low",0,"low_0",3,4,3,4,5,3.4,1.8,4.2,0.319,-0.481,-0.247,-2.041,-0.517,-1.326,-1.029,1.029
"2024-02-05 11:21:39",719844,"high",0,"high_0",5,6,2,5,3,2.8,2,5,-0.281,-0.281,0.553,-0.041,1.483,-2.326,-0.029,-0.971
"2024-02-05 11:30:11",719844,"low",1,"low_1",5,4,3,4,4,2.8,2.2,4.4,-0.281,-0.081,-0.047,-0.041,-0.517,-1.326,-1.029,0.029
"2024-02-05 11:35:52",719844,"high",1,"high_1",5,6,4,5,3,3.4,2.2,4.6,0.319,-0.081,0.153,-0.041,1.483,-0.326,-0.029,-0.971
"2024-02-05 15:20:08",785962,"high",0,"high_0",5,6,2,6,6,2.4,3.4,5.8,-0.681,1.119,1.353,-0.041,1.483,-2.326,0.971,2.029
"2024-02-05 15:27:15",785962,"low",0,"low_0",4,5,5,4,3,3.2,1.8,3.8,0.119,-0.481,-0.647,-1.041,0.483,0.674,-1.029,-0.971
"2024-02-05 15:35:49",785962,"high",1,"high_1",6,6,2,6,7,2.2,4.2,6.2,-0.881,1.919,1.753,0.959,1.483,-2.326,0.971,3.029
"2024-02-05 15:42:05",785962,"low",1,"low_1",5,5,5,3,6,2.2,2.8,4.4,-0.881,0.519,-0.047,-0.041,0.483,0.674,-2.029,2.029
"2024-02-06 13:55:53",246614,"low",0,"low_0",5,5,3,5,4,2.6,1.8,4.8,-0.481,-0.481,0.353,-0.041,0.483,-1.326,-0.029,0.029
"2024-02-06 14:03:23",246614,"high",0,"high_0",6,5,2,6,5,2.4,2.4,5.6,-0.681,0.119,1.153,0.959,0.483,-2.326,0.971,1.029
"2024-02-06 14:12:35",246614,"low",1,"low_1",5,5,6,6,5,2.6,2.6,4.6,-0.481,0.319,0.153,-0.041,0.483,1.674,0.971,1.029
"2024-02-06 14:18:34",246614,"high",1,"high_1",6,4,4,6,5,3,2,5,-0.081,-0.281,0.553,0.959,-0.517,-0.326,0.971,1.029
"2024-02-06 15:17:06",491926,"high",0,"high_0",4,5,2,6,3,2,2,4.8,-1.081,-0.281,0.353,-1.041,0.483,-2.326,0.971,-0.971
"2024-02-06 15:23:46",491926,"low",0,"low_0",4,5,5,4,2,2.2,1.4,3.6,-0.881,-0.881,-0.847,-1.041,0.483,0.674,-1.029,-1.971
"2024-02-06 15:32:35",491926,"high",1,"high_1",5,6,2,7,2,1.8,1.8,5.2,-1.281,-0.481,0.753,-0.041,1.483,-2.326,1.971,-1.971
"2024-02-06 15:38:46",491926,"low",1,"low_1",5,6,4,6,1,2.4,1.6,4.4,-0.681,-0.681,-0.047,-0.041,1.483,-0.326,0.971,-2.971
"2024-02-07 13:56:44",47751,"low",0,"low_0",5,5,4,5,1,3.4,1,4,0.319,-1.281,-0.447,-0.041,0.483,-0.326,-0.029,-2.971
"2024-02-07 14:03:18",47751,"high",0,"high_0",6,6,3,6,1,3.4,1.2,4.8,0.319,-1.081,0.353,0.959,1.483,-1.326,0.971,-2.971
"2024-02-07 14:11:39",47751,"low",1,"low_1",6,6,3,6,5,3.4,1.8,5.6,0.319,-0.481,1.153,0.959,1.483,-1.326,0.971,1.029
"2024-02-07 14:17:29",47751,"high",1,"high_1",6,6,4,6,3,3.2,1.2,5,0.119,-1.081,0.553,0.959,1.483,-0.326,0.971,-0.971
"2024-02-07 15:17:38",94065,"high",0,"high_0",5,3,5,5,3,2.4,2.6,3.8,-0.681,0.319,-0.647,-0.041,-1.517,0.674,-0.029,-0.971
"2024-02-07 15:23:54",94065,"low",0,"low_0",4,3,6,4,3,2.8,2.6,3.2,-0.281,0.319,-1.247,-1.041,-1.517,1.674,-1.029,-0.971
"2024-02-07 15:32:04",94065,"high",1,"high_1",4,5,3,4,5,2,3.4,4.6,-1.081,1.119,0.153,-1.041,0.483,-1.326,-1.029,1.029
"2024-02-07 15:37:41",94065,"low",1,"low_1",3,3,5,3,4,2,2.4,3.2,-1.081,0.119,-1.247,-2.041,-1.517,0.674,-2.029,0.029
"2024-02-08 10:07:37",40710,"low",0,"low_0",5,5,6,2,4,3.8,2.6,3.6,0.719,0.319,-0.847,-0.041,0.483,1.674,-3.029,0.029
"2024-02-08 10:15:06",40710,"high",0,"high_0",5,5,4,5,5,3.4,2.4,4.8,0.319,0.119,0.353,-0.041,0.483,-0.326,-0.029,1.029
"2024-02-08 10:24:31",40710,"low",1,"low_1",3,5,6,3,4,3.8,2.2,3.4,0.719,-0.081,-1.047,-2.041,0.483,1.674,-2.029,0.029
